Período;SAWP;Nino 4;Nino 34;Nino 3;Nino 12;ACT;TSA;TNA;Dipolo
2021-03;-0.39725104;-0.474584354;-0.47935591;-0.430378158;-0.306542955;-0.283374246;-0.446476334;-0.178692374;0.26778396
2021-04;-0.288487134;-0.219102656;-0.507222795;-0.725418151;-1.054222385;0.070276287;-0.148013402;-0.068645079;0.079368322
2021-05;-0.053737129;-0.099206744;-0.244985768;-0.39206896;-0.710901026;0.264211647;0.148940818;-0.20509864;-0.354039458
2021-06;0.026607282;0.006801764;0.048600441;-0.023192035;0.170434211;0.573389329;0.250414691;-0.244686124;-0.495100815
2021-07;0.476130465;-0.173843247;-0.117205897;-0.044758852;0.455702382;0.68595193;0.522790817;-0.167168113;-0.68995893
2021-08;0.336509895;-0.124429588;-0.217933501;-0.151260641;0.151930258;0.529726953;0.497511837;-0.141061002;-0.638572839
2021-09;0.415234967;-0.49593344;-0.197039018;-0.121961554;0.376277262;0.310944576;0.490469017;0.093504988;-0.396964029
2021-10;0.627798693;-0.645322729;-0.72324651;-0.524235808;-0.165791281;0.270749505;0.625863178;-0.085952513;-0.711815691
2021-11;0.557771552;-0.76507945;-0.8031287;-0.755623321;-0.714399325;0.143959087;0.457208801;0.068414398;-0.388794403
2021-12;0.077725491;-0.845058415;-0.9926739;-1.185357039;-1.388571515;0.007034095;-0.086235767;-0.041217472;0.045018296
2022-01;0.072962098;-0.277717586;-0.767729353;-1.142154625;-0.518752615;-0.140824273;0.141283333;0.17850862;0.037225287
2022-02;0.142234351;-0.291429538;-0.649254915;-1.032565312;-1.295884074;0.112554712;0.191546803;0.267516972;0.075970169
2022-03;-0.064772847;-0.74250416;-0.825551671;-0.61973929;-0.447741552;-0.040459998;0.023937653;-0.358777352;-0.382715005
2022-04;0.009283036;-0.87390143;-0.918543068;-0.837385546;-1.218166601;-0.119368143;0.119235531;-0.355079736;-0.474315268
2022-05;0.082612219;-0.94369706;-0.992430461;-0.847910924;-1.090168068;-0.019462011;-0.021998802;-0.025417432;-0.003418631
2022-06;0.296318446;-0.634740936;-0.586497603;-0.557536431;-1.229234154;0.107003685;0.172036793;0.078959925;-0.093076869
2022-07;0.042052872;-0.981342444;-0.566331728;-0.30819704;-0.944161335;-0.007183442;-0.039614944;-0.08235506;-0.042740116
2022-08;0.148348668;-1.045921477;-0.9065136;-0.453488543;-0.318229319;-0.07323052;0.123828687;-0.050163576;-0.173992263
2022-09;0.115289759;-1.095203573;-0.858248665;-0.77329821;-0.890477106;-0.003628352;0.073614938;0.029589562;-0.044025375
2022-10;0.14898233;-1.169742779;-0.763478755;-0.855710576;-1.685111;0.154736535;0.073720861;-0.064861242;-0.138582103
2022-11;0.092998997;-0.994133213;-0.878053709;-0.851837569;-1.157732587;-0.048996762;0.056618684;-0.219013876;-0.27563256
2022-12;-0.033294928;-0.812216044;-0.775631517;-0.729563303;-0.204789087;-0.005870995;0.00086218;-0.063504596;-0.064366776
2023-01;0.110413512;-0.67507007;-0.615155354;-0.437279082;-0.204983452;0.109423338;0.29403222;-0.044934176;-0.338966396
2023-02;-0.185403652;-0.626119897;-0.383470238;-0.052473858;0.825078194;-0.02185082;0.07864208;-0.052162598;-0.130804678
